index,essay_id,essay_set,essay,domain1_score,domain2_score,split
929,4682,2,"Censorship in libraries is a great issue in the world today. Many authors now use offensive methods and terms to persuade their audiences. However, many do not. All authors have the right to say what they wish but there is a limit to where the books should be placed and who should view them.     If libraries accept offensive types of magazines, books, music, movies, etc., they should most certainly be placed out of the reach of children. Like many libraries in the city, there is a section for children and a sperate section for adults. Any materials that are found offensive should be placed in a special section of the adult area and customers should be warned in some way. Since everyone has their own view of what is right and what is wrong, a special team should be placed in charge of keeping the offensive materials seperate. Those who borrow anything at the library @MONTH1 have the right to bring that special book or movie to the attention of those in charge. By sticking to this method, offensive materials can stay out of the hands of those who do not wish to see them.     Items containing vulgar language is unjust to most. There are still the majority, however, who engage in the oppertunity to view these materials. Everyone does have the right to do what they wish but, from personal experience and growing up in a home where I was taught right from wrong, people should be treated with dignity as well as respect. No matter our color, size, looks, or personalities, we are all created equally as our constitution says. Therefore, we should only view what would be considered just to all. After all, everyone wishes to be treated kindly, right",3,4.0,train
91,3885,2,"If I was givin the chance to choose if people should take books off of shelves or not that offend people at local libraries, I would think neither taking the books off the shelf, nor leaving them on @CAPS1 are quite correct. I would defiently reccomend a voting to take place, in order to figure out what to do with the books. I would say a vote would be reasonable because many people have many different beliefs, in which some could be offended. So I would take at least ten different people with different religions,backgrounds, and so forth, and I would have them all vote on which they thought they should do with the offensive books.      People believe differently, so it would be hard to please them all. That's why a vote with different types of people would be effective for almost anyone. Just like my mom said, 'you will never make everyone happy.'  @CAPS1 are so many things out in the society today that can offend people, and what might majorly offend one, might have no effect on the other. This is the main reason voting is rough, because @CAPS1's a wide variety of people on earth today. You would have to probably also look at how many times the book has been checked out before, because @CAPS1 is a possibility that no one in the voting group has the same opinion as those who have checked it out before.      Although if the book is voted to stay in the library, I believe the book should be labeled in the correct area. Due to the fact that the book could be offending to some people, should be labeled incase someone who doesn't know, like a child, comes upon that book.      Voting is used in our society today and has been very effective for many years now. Voting doesn't only have to be used during an election, but also can be used for this reason as well. Voting is always important and people should notice that. I believe that voting could be the answer to many problems in  the world today",3,4.0,train
1092,4183,2,"Should offensive material be censored?     Removing things such as books, music, movies, magazines, ect., that are found offensive could be both good and bad. It could be good because younger children wouldn't be exposed to things that are considered offensive. Although, it could be bad because it takes away from freedom of choice. Most young children don't know good from bad, so censoring these things for them could be good. Though, you shouldn't want to shelter your children from the real world. Protecting your children from things that offend you, @MONTH1 stop them from growing up badly. Censoring such stuff now doesn't really change what is already out there.     Censoring or removing things that you find offensive @MONTH1 be a good idea. There are plenty of reasons someone @MONTH1 want to do this. A parent @MONTH1 not want their child to read, hear, or see something simply because it offends them. Another reason parents @MONTH1 want to censor these things is just because they don't want their child exposed to it. Parents know that most young children don't know right from wrong, so they'd like to make that choice for them. By doing this, a parent knows what their child is reading, hearing, or seeing. Some parents @MONTH1 feel that they need to protect their children from these things because it could be harmful to them. They also @MONTH1 feel this should be done so their child doesn't grow up badly.     Removing offensive material from shelves would take away from a person's freemdom of choice. Who wants to be told what they can and cannot read? If a parent does this to their child, it just sheltering them from the world around them. A child should be able to know the life around them before they grow up and are completely lost. Parents @MONTH1 think that this is good idea because it protects their children from things that @MONTH1 be considered bad. When really, protecting them could be harmful. Censoring books, movies, music, ect., won't stop what is already bought and out in our world. Offensive music, movies, books, ect., have already been bought and sold for years.     I feel that censoring or removing books, music, movies, magazines, ect., should not be done. It doesn't give people a choice. Some people @MONTH1 like reading graphic novels or things like that. Music is made for the enjoyment of the people. Some people like their music to talk about drugs or curse, why take that away from them? It just wouldn't be fair to take a choice away from someone. A movie is just a movie, it's not real. Just because something is done in a movie doesn't mean that a person will go off and do it. I think people should be able to have a choice.     Censoring such stuff now doesn't really change what is already out there. If people stopped to think about it, they would realize that offensive material has already been bought by others. Plenty of people have illegaly downloaded, or bought music that uses inapropriate language. This music is already in their iPods, @NUM1's, and burned onto @CAPS1, there's no removing it. Books that some @MONTH1 find offensive have already been printed and sold to others. One person @MONTH1 lend that book to another, therefore the offensive book is being spread around. Plenty of movies that involve adult content, violence, and drugs have been released into the media. Lots of people own these kinds of movies. So, why censor things now, when there's already unremovable offensive material out?",4,4.0,train
1380,3604,2,I think that the books sould not be removed because people know what they are reading and if they dont like the book they sould leave it. There is no reson that the people would whant to remove any book for any reson because alot of people like different kinds of books     If they would remove any books they would be alot of people mad because those people mighit of really liked that book and wanted someone else to read it. That book might of also been in there family for a really long time and they want everyone in there family to enjoy that book.     It would also not be good to remove a book because if they remove a book they have to get more books and that would cost more money to get more books it will also waste more papper.     Another reson that it would not be a good idea is that if you get another book replace the old one the people might not like the new book and the place where they have the book at will lose money and will not be good for them.     So thays what I think would be my opinion about removeing a book it would not turn out very good and the book store will lose alot of money because they got rid of a good book and broght back a reallty bad book,3,2.0,train
1789,3041,2,"There are many books that are offensive to people. I personally agree. There are many things that shouldn't be seen by children.There is alot of material out there, weather its books, movie, and other things that have a bad influences on children. Children learn by watching and observing. They learn from us and our generation. What better way to protect them than by removing their bad influences.     First, children watch movies and they see to people kissing and one thing leads to another. Some movies even show people having sex. What kind of influence is that on the children. Than the children learn and they go out there and do the same thing. Teen pregnacies have jumped threw the roof. High @CAPS1 are filled with pregnant teens. Any where you go I garentee you will see a pragnant teen. Some girls even get pragnant right after they have developed and were able to have kids. Now imagine if we were able to stop that. Theres a way; dont let the children watch these programs, that way they won't be tempted.     Secondly, there are books and movies and other things that show the children shooting and killings and how people get away with it. This could be a very bad influence. There are video games with shootings and have limbs flying all over the place. Well the children will learn from those video games and movies. They think that killing someone is ok and you can get away with it. Bad influences like that make the children think it's ok to do things like that.There have been children who have killed their parents for a video game. Then the children become cereal killers or go on a shooting spry at school. Is that not much evidence at all to show the people that something is wrong. We need to take imediate control of this situation and stop it before one day you see your child on television for killing someone.        Finally, all the children are getting lazier. All children do is lay down and watch tv or play video games. Their lazyness causes obesity. Their are many kids to whom this topic refers to. No parent wants to see their kid over weight for many reasons. Children being obeast causes lots of depression. The child feels sad because they feel ugly and they lose self esteem. Thechild then becomes shy and quiet. In some cases the child trys to comit suicide because otherchildren are teasing them in school everyday. I know any parent wouldn't want their kid to die. These are things that are happening and parents need to open their eyes and see whats happening before its to late.      In conclusion, to prevent all these catastrophies their has to be change. Their are many harmful and bad influences out their today that can determine the childrens futures. There still time for change, so lets do something about it. Lets try to reduce teen pregnancies, bad influencial video games or movies, and instead of watching movies and playing video games all day get up go outside and go for a walk. These are little things we can do to make a change for good",4,3.0,train
1645,3348,2,"Have you ever found books, movies, music, and magazines that are about drugs, sexuality, and violence?      I think that books, movies, music, and magazines should be removed from the shelves of libraries if they have anything to do with drugs, sesuality, and violence. There are many reasons why I think that those books, movies, music, and magazines should be removed from the shelves of libraries. One reason is because little kids can get ahold of the book, the kind of music, the movie, and the kind of magazine that contains drugs, sexuality, and violence then they can learn how to do those kinds of things.     A second reason why I think that they should be removed from the shelves of libraries is because I feel like a library is not a place to have those kinds of books, magazines, that kind of music, or that kind of movies for parents and their kids to read about and to watch, or even to listen to music that contains drugs, sexuality, and violence.     The third reason why I believe that they should be removed form the shelves of libraries is because thoes kinds of materials belong in another building, a building that is far away form children and only certain people can get into the building and look at the books, magazines, watch the movies, and listen to music that contians that kind of stuff.      The last reason why I believe that they should be removed is because from experience, one time I found a book about drugs I looked at it but it was very unappropate for little kids to look at, it had pictures of what drugs look like, what certain durgs can do to the body.     In conclusin I hope who ever is reading this that you realize what these books, moveis, music, and magazines are doing to the people that are reading them, watching them, and listening to them",4,3.0,train
141,3335,2,"I think books, movies, music, and magazines that are offensive should not be pulled from the shelfs. If you find something offensive then dont pick it up, its that simple. You @MONTH1 find something offensive but it might not be to someone else. It is all according to you own personal opinion.     Sure, there are somethings that are very offensive to certain people, and those people will try to put a stop to it. But I think that is wrong. Because it @MONTH1 be offensive to you but what if there is somone studying that topic but cant find the information on it because you thought it was offensive and got it pulled off of the shelf. Then it disrupts that persons study.      I am not promoting violent books and movies or other offensive material, all im saying if you find something offensive then turn the other cheek. It @MONTH1 be offensive to you but other people @MONTH1 not think the same way.     There are many books and movies out there that are offensive to many people. And if we were to take all of those movies and books off of the shelf then there would be very few subjects and title to read and watch.     In my conclusion, I support the fact that offensive material should stay on the shelfs. It could be helpful to many people and at the same time it can be offensive to alot of people. But if you are one of those people that find something offensive then dont pay any attention to it and find another subject or topic. For someone to take another persons right to read a book or watch a movie is wrong everyone has their own opinions and rights",4,4.0,train
1452,3597,2,"Some people think that offensive books should be off the selves, but some other people think that this should not be allowed.     I do not believe that certain materials (books, movies, and magazines.  If we take evey book off the self then we would not have any book to read.  If we start taking offensive books off the self then every body coming in would be taking @NUM1 books off the self.  Then with in two days there would be not books left.     If we do not have any books then are eyes would be bad. We should not take books off the selves because of some people like to read.  If people do not like the books in the library then they should not go to the library to get books.     This is why people should not take offensice books off the selves. This will make peoples eyes so bad that they would not see good at all.",2,3.0,train
192,3132,2,"Brian @PERSON1 @NUM1 @DATE1 @CAPS1 @NUM2                                    Censorship in Libraries          Should there be censorship in Libraries? If this is a @ORGANIZATION1 @ORGANIZATION1 library no, but if it is a @ORGANIZATION1 library, yes. I am going to tell you what I think about the books, movies and magazines.          First I'm going to tell you about the books. I think the books in a @ORGANIZATION1 @ORGANIZATION1 should not be censored because parts of history get kind of gross and nasty. Then also sex ed books need to be in the library so people can read about it and not just go with what other people say. I don't think they should matter if its a nasty love book or a @CAPS2 @PERSON2 book, all that matter is that they are reading. War books should not be censored because they need to let the reader know how war really is and its not a great place to be. Now in a @ORGANIZATION1 library yes because no parent would want their eight year old daughter reading about how to make drugs. I think they could put stuff in there about drug or alcohol perhaps but not go in depth, but keep it at a bare minimum.           Next  I'll talk about the movies they should have avalible in the library. I don't think anything over @NUM3 at a @ORGANIZATION1 @ORGANIZATION1 level. Exept like sex ed tapes and history movies, no free days in class, its got to be @NUM3. In @ORGANIZATION1 I it should be @CAPS3-@CAPS4 movies. In those grade they really dont watch educational films it's all for fun films, so theres no reson for there to be anything worse than @CAPS3-@CAPS4.          Last I'm going to tell you about magazines. In @ORGANIZATION1 @ORGANIZATION1 I don't think the magazines are a big issue. Just as long as theres not @CAPS7 and stuff like that. At the @ORGANIZATION1 leave again I think they should be, kids that age shouldn't be reading @ORGANIZATION2. They just need to have learning and for fun magazines.          Should there be censorship in libraries? No at the @ORGANIZATION1 @ORGANIZATION1 level and yes at the @ORGANIZATION1 level. @ORGANIZATION1 @ORGANIZATION1 leave the book shouldn't @ORGANIZATION1 they should, should in both @ORGANIZATION1 movies, and magazines shouldn't in @ORGANIZATION1 @ORGANIZATION1 and should in @ORGANIZATION1.",3,3.0,train
919,4187,2,"CENSORSHIP @CAPS1: @CAPS2 paper     Do I believe the certain materials, such a book,music,movies,magazines,ect., should be removed from the shelves if the are found offensive.my opinion is the if some one wants to write a magazines or a book is okay because the are giveing there opinion know some people just have to say what they believe and some to fight for what they want not just censorship has there fight every one has one.     Some materials like music,movies and magazines need to be censor because the kids how go to the libraries kids who are like @NUM1 @NUM2 grade or maybe smaller then that. We need to clean the libraries from thigs the kids are not old enough to see or to hear.Libraries are a place to study and to read a good book or maybe a magazine we have to censor the bad languge and the bad pictures. This can be very offensive for some parents beacuse the @MONTH1 talk about the color of another person or a bad language to offen the goverment.      People don't have the actittud to stop with this bad songs how contain censorship see somepeople who write this they say the peolpe don't have the actittud to be or say what they want, i think the we need people like that to  just point fingers and say thats the bad guy but enswer this what good have you done to clean the libraies.      Censorship is just a small fight about removeding bad contains from the shelves this is just a call make your city a good place to live help the libraries help today change you future tomorrow make a differens",3,2.0,train
1083,4171,2,"Today in our society many things can be taken in many different way. Many sayings, quotes and even just simple words are twisted, turned, and made into something they are not. The author Katherine Paterson once said that a person has a right to remove harmful things that explicit for children from a shelf, and this is true. Even with that being true, the question truly is, will it do you any good to take those things away? In my opinion offensive materials should not be removed because a librarian could be taking away material someone without money wanted, children--espcially teens--will almost do anything for what they want, and things have a double meaning most of the time.      If a librarian finds something offensive, he or she @MONTH1 not ever put that book on the shelf in fear of children finding the material. I think that action the librarian takes is completely unnecessary. He or she @MONTH1 be able to take that privelege away from his or her own library, but the material is still out there in the world. A child can simply go to another library, or even a store to find the same thing. I also believe that a library should leave the book on the shelf because what if an adult wants to read the book but does not have the opportunity to read it because it is found offensive.      Being a teenager myself, I have seen what lengths some people will go to just so they can get this explicit material. If a teen goes to a library and can not find what they want at that location, they will simply move on to another location. In even the most extreme cases, a teen will take their parent's credit card and purchase the item they desire online. In this case it would seem as if the library not having one thing because of something offensive, could cause a big catastrophe.      When a person listens to music, or reads a book, that person could take something differently from how the writer intended it to be. For example a person could take up a funny book that is finding funny things in everyone, but the reader could end up thinking the author was only making fun of one specific thing; something that reader could be involved in. Most songs nowadays have an excessive use of fowl language, but even then that language is not intended to be taken in the way some people take it. Everything in life can have a double meaning, which makes it easier to find offensive material.     These select few reasons are why censorship in libraries is unesscesary. The responsibility should not be put on the librarians, but on the parents if a librarian is concerned about a child finding unacceptable material. If the librarian does not like the material then he or she should not listen to or read it; however, that librarian should not take the privelege to listen to or read the material from other people. Katherine Paterson once said you can hope for a child not to find the material, and you can take it away, but then there is nothing left for the rest of the people. With this it shows that a person can not let one small thing ruin something for everyone else",4,3.0,train
411,3461,2,"No books should be taken off the shelf. Most people have different taste in books, magazines or movies.  If people find one of those offensive, then why can't they ignore it? They can go find a different one. Not everyone should have the same taste as one person, thats what makes the person we are today. If everyone had the same taste in everything this would be a pretty boring world.I'm more into horror novels more than anything. My own opinion, I think they have alot of excitement; with the killing and what not. I'm also not a big fan of reading, I read when I absolutely have nothing to do.Its very hard to move onto a different series of novels. Such as: romance, horror, adventures, even poetry!It takes alot to understand poetry. Poetry has alot of big descriptive words. @PERSON1 for instance, he's one of my favorite poets; he's actually pretty famous for what all he has done. Well, he didn't become famous until after his death.Overall, not everyone has the same taste in books, magazines, movies or even poetry. We're all different even when it comes to this.",3,3.0,train
858,3718,2,"If I found a book that offendide me i would have to go and take it off the shealf because if I find that a book is offensive i know that others would think the same. I agre some books can be offensive to some and not to others and its really not fare for thows who think that way.     One reason that i would take it for that shelf would be to keep youn childern form reading it. Parents dont really want there childern reading about vilence and murdare.      Most of what I would take off the shelf would have to be about people being racist agents another person or people. people killing others and be doing sexaule things. People really shouldent read things like that because it puts things in there heads and somtimes make the think the same way as the writer.     If childern read books about vilence and sexaule actions they could think that its ok to do these things to other people and get in to alot of trouble with the law and there parents. Children really need to be keped way from these kinda of books, tell there older and undersdtande whats right and whats wrong. Some books have alot of cursing in them and alot of childern pick up on words and start using them more and more tell it becomes a habbit.     Evern thow some books are of real people they should still be taken off the shealfs. In some of these books there is alot of vilence and childern should not be exsposed to that kinda of book     Books can sometimes be more bad then good. If everbody had there way and could take a book that offendid them off the shealf whenever they wanted then there would be no books left.",3,3.0,train
194,3198,2,"If the library is in a highschool then we are all old enough that we have already seen or heard anything and everything offensive. In case we haven't though you can't shield your kids from offensive material. This @CAPS1 hurts them in the long run. Such as when your boss gets to work and you or someone around you mess up a important assignment or task he @MONTH1 use terms such as the '@CAPS2' word or other vulgar terms to describe how mad he is. If you were to just hear those for the first time being yelled at you there is a chance you would have a break down or be ineffective for work.      Now im not saying we should all 'cuss' every day and talk in vulgar tongue. Im just saying that the real world doesnt have a 'clean' version. there is no mom or dad there to stand by and say, 'oh no thats not acceptable speech son'. If you took a survey of daily langauge of teens and young adults almost @PERCENT1 would say they use some form of vulgar langauge or inapporiate terms. We need to have our kids and teens to know its not ok to say those things and they need to know what is acceptable in society and not. but taking from them in the library and then thrusting them in a world with daily inapproite acts in not right",2,3.0,train
1310,3627,2,"I belive that the view on censorship in libraries are fine as they are for many reasons. The main reasons that i belive censorship in libraries are fine are that almost everything in the library are for people to learn about weather they read it or watch a movie about it. Another reason is that if they took everything that was offecsive or unliked then there would be a lot less information for people to learn about in libraries.     I agree with Katherine Paterson in her quote because it means that if we took away every book that someone found offensive then there would be no books left. Every person has different things that offend them and it would not be possible to remove everything from the library that offended someone. For example, if someone wanted to learn about a historic war from the past, but if someone was offended by the war because they lost a family member or friend to it, should the piece of writing be taken away? Libraries are a place that someone can go to, to learn about something. They hold a lot of information about many different subjects that people go to learn about even if it @MONTH1 be offensive to some people. If someone doesn't like something or finds it offensive then they should just leave it on the shelf and move on because someone else might learn something important from it. There are things in life that people need to be opened to or informed about even though they @MONTH1 not always be plesent. Libraries are the place that people get introduced to these things and if these things are removed then where will people go to be informed about this information.     To sum it all up, yes there are things in libraries that some people @MONTH1 find offensive but other people @MONTH1 learn from it and it would be unfair to take this information away from everyone else. A library is a place to go to learn about different things and should alway have information on different subjects and topics. Many people have learned things from a library that have affected their lives and will keep learning more things as long as they are still opened to a wide source of information.",4,3.0,train
1187,3784,2,"In the literary world of today it is never hard to find a topic that will interest you. Science fiction, thriller, romance, how to build a car with household materials and many more topics all await you at your nearest bookstore or library. With this vast array of topics it isn't that surprising that you will find some authors that have decided to go against the norms of society and write a book that is controversial in the ideas that it presents. These books will often get put on a 'burn list' or censorship list and will be taken off the shelves of the local libraries in order to protect the patrons of those institutions from those books' ideas. Many have argued that this is a way of keeping the society pure, but this censorship of literary works is probably one of the biggest mistakes a civilization can make.     Removing books from the shelves off a library is a form of censorship, which is a clear violation of the @CAPS1. In the @LOCATION1, everyone has certain unalienable rights. These were written out in our @CAPS1 as the first ten admendments to the @CAPS1. One of those rights is the freedom of speech, or the right to voice your opinion. By remving a book from the shelf of a library, you are silencing the author of that book and thus taking away that author's freedom of speech. This clearly violates the @CAPS1 and thus is unconstitutional and illegal in the @LOCATION1. By violating the @CAPS1 openly, this opens the door for other areas to be violated in the @CAPS1. The president is now a dictator, we are now a communist country, and many other actions are allowed, leaving the @CAPS1 as a scrap of paper with no meaning. Without the @CAPS1, the @LOCATION1 is just like any other country and has no direction. This leads to a downward spiral of our society.     The silencing of the voices of authors also stops new ideas from coming in to a society. Every year thousands of new books are introduced to the @CAPS8 public. Many of these have novel ideas that help shape our society for the future. If you take these books off the shelves, and out of the publics hands, you effectivly stop all change from new ideas in a society. Nothing would ever get better, and the society would stay at the same level that they were when the censorship began.     Censorship can also lead to the downfall of a society. In the novel '@CAPS9 @NUM1' by @PERSON1, the censorship of books has gone so far that all the great literary works of the world are banned. Anyone who is caught reading a book that 'makes the think' locked up or killed. The main characters job as a fireman is not to put out fires, but to set books on fire that encourage people to think. The censorship of that society had gone so far that no one did anything, they just sat at home and watched the television all day. Many people will argue that pornography is something that should be censored out of society, but the problem is once you start censoring, where do you stop? Censoring out pornography would lead to romance novels being censored, which would lead to magic books being censored, and so on until you are censoring out @CAPS10 @CAPS11 or the @CAPS12. By censoring out the books and movies that make people think, you quickly lose all intrest in higher learning. That is why censorsip can quickly lead to the collapse of a society.     Although censorship @MONTH1 seem like a good idea, it is really one of the largest mistakes a society can make. It can lead to the silencing of all the voices of change in a society causing society to grind to halt and stay right were it is. Not only is it determental to a society but it is also is clearly unconstitutional if you look at the @CAPS1 of the @ORGANIZATION1. So let us hope that all though we @MONTH1 play with the idea of censorship, that we never go down that winding road to no where",5,4.0,train
1256,3901,2,"Human beings, like snowflakes, are very much alike in a unique way. Just as there are no two identical snowflakes, no two humans are exactly the same. As everyone has their differences, there are always those who have a greater sense of curiousity, and prefer to think outside the box. However, it is difficult for these curious people to extend their strive for knowledge, if they have restrictions as to what they can read or study. Therefore, if a person is mature enough, and desires to study or read upon a certain topic at a library, they should be allowed to extend their knowledge on any topic of their choosing, with permission of a gaurdian of course.     Unfortunately, it is often times a group of minorities that ruin something for the greater minority. Libraries often times take in account a child's age as a factor towards what a they can, and can not read, but age seems completely unfair to a child who is mature enough to read, and handle the more adult rated intell in a fashionable manner. If one is legally eligable, and they have permission from their gaurdian, then he or she should have no restrictions to the materials provided at any library what-so-ever. Who is one to say a ten-year-old is too young to learn about @PERSON1 and his horrible plans for the @CAPS1? A person is never too young, or too old to learn something new, if the curiousity and the proper level of maturity is present!     It is curiousity that has led mankind to discover something new each and every day. As well, it is curiousity that has brought mankind to the extraordinary level of technology, and inventions that it is at today. The youth of the present will one day be the engineers, doctors, scientists, and moving leaders of the future. If these young people are curious, and desire to achieve greater knowledge on a certain topic for positive reasons, then let them be!",3,3.0,train
53,3811,2,"Nearly every person has seen, heard, wrote, or said something that offended someone. Most of the people that offened others do it on perpose in there music, books, or movies. While some other people accdeltly offened people by the way the worded somedthing. If someone finds something offensive, they should ask for it to be placed somewhere else so it is still avaible, ask for a vote to remove it from the shelves, or just keep it to themselves until they know their not to only one offeneded.     When someone gets offened by something they see and hear in a library, that person should ask for relocation for the offensive meteral they seen or heared. In this case, other people can still watch, hear, or read the book or magazine, movie, or music. Just because something is offensive to one person does not mean it is to someone else.     A book or magazine, song, or movie could be offensive to a lot of people, so it should be voted to be removed or stay in the labrary. This way the materal has a chance to be avaible in the future. Some music and movies could get removed then replaced with the censered version so it for the people that were not offened.     In some cases there is only one person that got offeneded by something that was in a library. In these cases the person could chose to wait to until someone else is offeneded by the materal to speek up about it's offensiveness.     If materal is offensive to someone they should get it relocated, voted on, or hold their peace. If relocated the materal is still avaible to other people. When voted one it could stay or be removed. Someone can speek up about the offensive materal after someone else find it offensive as well.",3,3.0,train
1086,4627,2,"I do believe that certain books, music, movies, and other media should be removed from the shelves of libraries, if they are found to be offensive. We do not need anymore reasons for people to judge someone based on something that they read.     If the media is offensive, than someone's feelings will get hurt. I remember a time when I read a book, and it had some really offensive things about homeless people. I felt bad just for reading this, because it just made them sound like horrible people. Which in a lot of cases isn't true, but I remember people that read it and they believed of every word of it. Those people now rudely look down on them. So why would we allow this book to be in the library? This book changes the way many people think, and so do many more books.     There is a lot of offensive music too. Today most of the songs people listen to are, but we just don't realize it. These should not be available in a library, cause anybody could rent them. Which isn't good, cause they could really hurt someone's feelings by just singing a song they think is okay.     Another thing libraries need to watch are magazines. Most magazines are okay, but some like to throw in little inapproiate stories. So to really protect everyone and anyone they need to really go through the magizine and make sure its not offensive at all.     The media I think libraries really need to sit down and think over if they are okay, or not are definately movies. They need to realize that kids could rent these, and think are they apporiate. I think libraries should only have family oriented movies. This way nobody is harmed by anything they will veiw.      In conclusion, libraries should be extra careful in their media choices. They need to try and limit everything that is offensive, to try stop anybody from getting harmed",3,4.0,train
281,3670,2,Libraries are plase that you can get a book you shute be          oergat to be lick soem ales you are won porsn you have eve           rhit to got in book you wat. I bleva that ther shou not be a         what to sop pelpar of reede. So i belev that the suet stop bloe       us bie tack the book of the shaf,1,1.0,train
393,3316,2,"Censorship is a topic that it strongly opinionated. If one person does not like the content of a text, that person could might find themselves saying that they have to right to obstain from being able to view that text in a library, public location, or online source. But what about the other people? Shouldn't they have a say too?     Let's say that 'person one' does not agree with the language in a text, but 'person two', perhaps does. Which person has the benefit in @CAPS1 situation? Freedom of speech and expression are two factors that are very valued, and pherhaps sometimes even overlooked in our society. In @CAPS1 case, both 'person one' and 'person two' are allowed have a right to say and think what they feel about the text.      Should 'person one' still have the right to say that @CAPS1 text does not belong in a public location? Well, if every person had the right to remove something that they disagreed with from the public, there nothing would be left. In such a large and diverse society, there is bound to be at least one person who does not agree with the content of a certain material of each and every lyric, magazing, book, and text that there is avalible.      Some might say that @CAPS1 is unfair to that one group who does not agree with the content of a material. But how is that fair to the other group who actually do agree with that material? Freedom of speech and expression are still not being excluded from that group who does not agree with such material. That group is still allowed to speak their opinions and takes on that particular material, as well as the people who do agree with the material.      Take iTunes for example. If there is a song that has language and/or content that could be considered disrespectful to a person, there is a red tag by the song that says: 'explecit.' @CAPS1 is an indecator that a person who could find foul language offensive, that such person should no buy that song. There is also the compromise. Quite often, if a song is tagged as 'explecit', the is usually an alternative of the same song. That same song is then tagged with a gray tag that states: 'clean.' A song being 'clean' simply means that the song is still the same, but the considered to be disrespectful content is removed, or removed and replaced with different words that are not considered to be disrespectful. Both parties are now satisfied with the so called: happy-median.      Take movies as another example. Movies are rated based on their content. The higher the rating, the more explecit such movie is. Along with the rating, there is an explanation as to why that movie is rated the way that it is. If you are a person who is careful about viewing things that are against your own opinions and beliefs, then by seeing the rating and explanation, such person knows that @CAPS1 material is not for them. Again, the happy-median.     For every given case of a goup of people who do not agree with the terms of a certain content, the alternate group must be considered as well. Both parties in @CAPS1 case are still able to say and express their own opinions. So, should @CAPS1 context be removed from the eye of the public because a certain group of people do not agree with the content in it? No. However, one must keep in mind the views and opinions that each person has on such material, and that person should still be respected for their take on that material",3,4.0,train
5,3360,2,"Libraies should not be able to remove books, movies, and  magizines off the shelves just because some kids might be offended. If the town libraries and school libraries took out the cool movies, magizines, and books that most kids love to read and watch then the kids that like those books , movies, and magizines would not return to the library any more.           For example, I like to listen to hard rock, heavy metal, and rap. But, the people that go to church just like to listen to church music. If your with your friend one night because he invited you to come to church with him and you pull in the parking lot listening to your rap music some people @MONTH1 not like it. This doesn't mean that they should take the things people don't like off the shelves in order to satisfy them.          Libraries should have a policy stating that if a child should check out a book or magizine or rent a movie, that they should have the childs parents sign and return a permission slip stating that their child has their permission to rent this book, magizine, or movie. Libraries should have an age limint to check out books and magizines. If kids would want to rent a movie then they would have to have a permission slip signed by their parents and returned. This permission slip will and can be used for all movies.           Libraries should not remove their books, magizines, or movies. They should make a policy to allow older kids to check them out. So, library material should be a choice",4,3.0,train
1679,3028,2,"Censorship is found on television, in libraries, in schools, and even in homes. Do you think that censorship should be used? Censorship can be used to block one's personal thoughts and opinions to promote conformism. I disagree with the idea of Censorship. Not everyone thinks people should be able to have their own images and visions; however, that is what makes our world so individualized.     Censorship in libraries is growing more and more gradually. The government does not want the society, especially the youth, of @LOCATION1 to read things that are deemed inappropriate. Should that not be up to one's guardian, or if they are old enough, to oneself? When you read books, you see language being block out, they take parts out to make the book seem more classy, also they block out things such as drugs and alcohol. A lot of people believe that books are what hurt a lot of today's society. I believe that reading material could be a lot more educational if the editors woud leave some of the things that they censor, in the book. I believe this because, if parents decide to not let their child read a story that is up to them; however, their child could learn about certain situations and possibly learn how to handle those difficult things.     This opinion that censorship in books could be absolutely debatable. Censorship such as in the book, @ORGANIZATION1 is being used. The government is taking out certain words in this story because they are seen as offensive. This is understandable also. I do not believe this amazing novel should be seen in this way. The language was not meaning to be used offensively, but simply to state how people talked and how things were when @PERSON1 was alive. If it were not for books like this, how would out society learn about not only @LOCATION1's history, but other culture's history? In all fairness, @ORGANIZATION1 is an educational novel about how times were in the day of @ORGANIZATION1 and @CAPS1.     Censorship in movies is also growing. Television will block out things such as language, nudity, alcohol, drugs, and things of that nature. I would not like to turn on the television and see these things everywhere, but it could educate people on what and what not to do. I believe if censorship were not used, people's thoughts would be more apt to imagine. Imagination can scare people. Some think that imagination can turn someone crazy or into doing something that is not normal; but what is normal? It is to the community, doing what everyone else is doing and not being different, this scares people.     This whole essay brings me back to the thought that censorship is basically conformism. The word conformism means to all become one; to conform. If this is the case no one will ever come up with new books, music, movies, magazines, or ideas; we will all just be citizens of @LOCATION1 or any other culture trapped inside our very own minds",5,4.0,train
