index,essay_id,essay_set,essay,score,split
648,18056,7,"I patience is a privilege I generally don't have, @CAPS1, I made an exception, though. @CAPS3 brother, @PERSON1 ran out to the car running from the pouring rain that described the mood @CAPS6 that day. @CAPS14 opened the car door, and the first thing out of his mouth was,"" @CAPS2 need to talk."" @CAPS3 @CAPS5 responded."" @CAPS4 about at @NUM1?"" I knew @CAPS5 didn't want to talk about what happened to @PERSON1, @CAPS4 @CAPS14 got an in-school suspension, around me. If @CAPS3 brother hadn't of cared about me hearing, I don't think I would've put up a fight. This was not the time. @PERSON1 divulged into his story causing tension in the air. ""@CAPS6, some guys who I realized aren't really very friend poured water purposely on @CAPS3 sweatshirt, @CAPS12 I went to tell the principle, @CAPS3 @LOCATION1""  ""@CAPS8. That's what you're supposed to do,"" @CAPS3 @CAPS15 interrupted. "" @CAPS9. @CAPS12 the person, who did it, @PERSON2, got in trouble and went into timeout. When @CAPS14 came out, @CAPS14 started to follow me, and I felt threatened.""  I held @CAPS3 breath, looking straight ahead of me. Tension was what I was breathing, not @CAPS10. ""@CAPS3 @CAPS5 filled in the next part, ""@CAPS12 you. Started punching him?"" ""@CAPS13, yes."" @CAPS14 admitted miserably. ""@PERSON1, you need to find constructive ways to release your anger. There are going to be a lot of jerks out there. You can't start punching them,""@CAPS15 scolded. ""I know, I know now. I 'm sorry,"" @CAPS3 brother shuttered in his very annoying fashion. I timidly asked @PERSON1, ""would you like a hot dog when @CAPS2 get home?"" ""@CAPS16""I bit back any rude response to the mean tone @CAPS14 was using. I understood that @CAPS14 had a bad day. @CAPS1, I realized that being patient and understanding with @CAPS3 brother was the best thing I could do. I think I gained a little more patience that day.",22,train
851,19160,7,"One time when I was patient was when I was in the end of the year in fourth grade and Id just signed up for football. I had @DATE1 wait from @DATE1. When I got my football pads, I was so excited for football I put them on about four times before football started. @DATE1 passed by and it was @DATE2. In @DATE2 I show cows so that made @DATE2 zip by really fast. Finally it was @DATE1. I only had @DATE1 wait eleven days until the day of my first practice. When the day came, it went by super fast and six p.m. came fast. Then it was time @DATE1 go. I liked football that year and I have did football ever since.It took patience @DATE1 wait for football. Two months @MONTH1 not seem long, but for a ten year old it is hard @DATE1 wait that long.",19,train
534,18662,7,"A time that I was patient was when I took my first @CAPS1 test this year. The test was not too hard, but not easy. I finished it with about one and a half hours left. For an hour and a half I had nothing to do but just sit perfectly still and silent. Sitting still and quiet for even five minutes is hard for a @NUM1 year old, imagine @NUM2 minutes! At first I was fidgeting, then my neck started to hurt, so I layed my head down. I closed my eyes and just layed there perfectly quiet and still. Soon enough the time flew by and the @CAPS2.E.A.P was over (done for the day). I was very proud of myself for being patient and calm during those @NUM2 minutes.",18,train
1467,18862,7,"Today I@CAPS3 going to write about a friend of mine who is very patient. My friend name is @CAPS1 @CAPS2. She is a very patient and pleasant girl. @CAPS1 is so patient that when I told her to hold on for a second, there I came back an hour later and she was still there she is absolutely the most patient and the most awesome girl I know! On test(like @CAPS3.E.A.P) she always takes her time. And she uses her time wisely (ha ha and her last name is @CAPS2). At the @ORGANIZATION1 she doesnt await in a long line for a corn dog.Now I@CAPS3 starting to think that @CAPS1 enjoys waiting. I love having @CAPS1 around because she doesnt mind to wait for me when I have to do something.",14,train
859,18635,7,A time when I was patient was on the city bus. So me and my mom could go to walmart. We waited for @NUM1 hours till we got there. Before we got on we had to pay a @MONEY1 each. Then ask for transfer very nicely. T hen hop on another bus then get off and go shopping. Then wait till bus comes back and go home after @NUM1 hours. Then get of bus at the corner and walk back to the house.,14,train
755,19437,7,A time when I was patient was when I was at @CAPS1 @CAPS2 and I was waiting to get on the dragster the line was suppa long. We waited for @NUM1 hours long and we still was in line being patient. Finally we got up there and they said that the ride will be closed   for a while that have to check something and it took them a whole hour for them to fix it. So we went to the other side of the park and we were waiting for the train to come and it came it took the train @NUM2 minutes and when we got to the other side of the park the ride I wanted to get on which was shoot the rapids the line was really long so we waited and waited and finally it was our turn we got on it was fun then when it was over we got back. On the train and went back to the other side. We went back to the dragster then the line was back long and we waited and waited and then it was our turn. That day was the worst day because I had to wait and wait that was my first day that I ever had to hold my patience that long I was about to lose my mind but we had don. And we are going back this @CAPS3.,16,train
507,17950,7,"Being patience is hard to do, @CAPS1 I do remember a time when I was patient. This was at @CITY1. Me and my group had to wait for everyone to get back to the bus. We were the first ones to the bus so it took a while before they came. @CAPS1 before they did I was as calm and patient as can be.",11,train
196,18378,7,"Jenny and @PERSON3 were twins brother and sister every year a carnival was built up next to their house with games, rides and food. One day @PERSON1 and @PERSON1 went to ask their mother @PERSON2 politely for some money to go on the ferris wheel mom, can we each have a dollar to go on the ferris  wheel. @CAPS1 @PERSON1,sure  @CAPS1 mom and handed them two dollars. @PERSON1 and @PERSON1 were so excited they ran to the line of the ferris wheel. They waited and waited for an hour and it was finally their turn, during this time for man that was in charge of the ferris wheel had watched @PERSON1 and @PERSON1 wait in line. As @PERSON1 were about to step in the cast to mean boys pushed them off to the ground and took their seat. Now mama taught them how to be nice to everyone and they remembered that so they got back up and let them go. When it was their turn again the man in charge of the ferris wheel took notice of what just happened and told them that he was proud of @PERSON1 and @PERSON1 and that they would go around the ferris wheel thrice more for their patients. After the ride, they thanked the man and ran happily home to tell their mom what happened their mama was so proud of them and hug @PERSON1 and @PERSON1.",18,train
271,18504,7,Patience is sometimes hard to do if you are already exsited. But some time you are doing like if one of your family members is talking & you are waiting for something else that is patience,5,train
1479,18448,7,"In the writing prompt, I chose to write a story about a time when I was patient. I am going to talk about the time I skipped school to go fishing with my dad and my uncle @PERSON1. I didnt get to sleep in very much, I still got up at about the same time I do to go to school. I had to get out of the house before my brother saw me because he wasnt going with us. We got in the car, and drove to my uncle @PERSON1s house. When we arrived at his house, my dad started packing everything onto the boat. Once we did that, we hopped in my uncle @PERSON1s old, rusty, red truck. The red paint was chipping all over the truck. We started to drive, and my uncle @PERSON1 had to keep watching  the boat. The boat was very small. It just barely fit all of us. It was only about a foot and a half wide and about @NUM1 foot long. It scared me when we put the boat in the water and started driving. We went through a gorgeous river all the way to the back of the @ORGANIZATION1. The @ORGANIZATION1 were on is called @ORGANIZATION1. It is in @LOCATION1. I was patient right when we got in there. I thought we were going to stand, so I was having second thoughts on fishing. It turns out, we just sat in there while we fished. We fished for a good @NUM2 hours that day. I was so very patient waiting for my bobber to go down so I could set the hook. @CAPS1 my uncle @PERSON1 said. It means that the bobber is going under the water like a submarine does. We had @NUM2 rods out at once! @NUM4 pike rods, and @NUM1 bluegill rods! I caught the biggest blue gill of the day that day! This day was one of the best days of my life!! That is about the time I had to be patient on the @ORGANIZATION1 for @NUM2 hours straight.",19,train
1199,18958,7,I show loyalty a lot of peolpe that I no and they show me loyalty.,2,train
1092,18488,7,One time I had to be very pationt. I had two wait five hours before my grandma to get to my house. Every hour I would go look outside to see if she was there. Eventually she did and I was very happy. Some examples too shels stay patient are @NUM1. Focus on something else @NUM2. @NUM3 too someones house for a while. @NUM4. Or even tack a nap @CAPS1 are examples of staying patient.,9,train
936,18194,7,"One time in @DATE1, I was taking a test called the @ORGANIZATION1 (@CAPS1). Me, and my friends get down with the @ORGANIZATION1 early. So we had to be patient too. We had alot that we could do, but the choices were limited. Being patient is hard, sometimes it feels like ages have gone by, but really @NUM1 minutes have gone by, sometimes patience requiers a lot of mental peace. One time me, and my dad were going to work in @LOCATION1. The bus was late @NUM2 minutes, but it felt like a few weeks. Sometimes patience is good and bad. Good patience is when a team scores a goal, the audience was patient enough so that the team could score a goal. A bad patience is when youre late to work, and traffic, or the bus was late, or you could wait. Sometimes you can distract yourselves while being patient, texting, calling a friend, or talking or playing a game, with a kid or with yourselves. So you see that patience can be good or bad, also requiers a lot of mental peace. @ORGANIZATION1.",13,train
1026,19291,7,One time when I was patient was when I was in the car going up noth to @LOCATION1. I was in the car for eight hours my cusin @PERSON1 was driving and my @CAPS1 @CAPS2 was in the seat next to her. I was in the backstreet with their dog @CAPS3. My cusin @PERSON1 were talking the whole way there. I tryed asking to stop and go to the bathroom and get food but they are botton so I waited and waited an hour friend by so I tryed asking again I got the same answer botton so thats when I asked my patients..,15,train
374,19100,7,"One day in the beginning of foll, @PERSON1 was watching @CAPS1.V. As she was watching, a commercial comes on and says that the final movie, of a very popular series, is coming to theaters tomorrow night. The next day of school, everyone was excited. They all couldn@CAPS1 wait to see the movie that night. Finally the time come to go get the tickets. When @PERSON1 got there, a huge line was already formed. @PERSON1  was waiting, then she realized her best friend, @PERSON2, was in front of her. Then the rich popular girl showed up her lime. Her name was @CAPS2. She walked up to the ticket booth and cut everyone in line. She tried to pay extra money for a better seat and because she cut people in line. The ticket seller said that she would just have to get in line like everybody else. That made @CAPS2 mad, and because she didn@CAPS1 get in line when she got there, more people got in line. But all that time @PERSON1 and @PERSON2 were talking. Since they were patient, time flew by and the next thing they knew they were buying tickets. But @CAPS2 thought it took forever to get her tickets cause she was not patient.",21,train
1135,17932,7,"@PERSON1, this is boring! I want to try my backflip! I whined. @CAPS1, you're not ready yet, just wait. If you wait and practice more, it will be easier,"" said @PERSON1, as she spotted one of the other gymnasts in their back-hard-spring. We had been working on our back-hard-springs for weeks and I was the best at them, in the class. We had to wait another two weeks until we started  on our back flips, but I really wanted to try it out. I rolled my eyes at @ORGANIZATION1's answer, and continued to practice my back-hard-springs. I was doing them down the wedge, and in the middle of each one, I'd do a little roll for fun. Someone called @PERSON1 so she walked out of the gym to talk to them. Just because she was my coach, didn't mean that she should tell me when I should, or shouldn't do my back flip. I really wanted to try it, and @PERSON1 was out of the room, so it was my chance. I took a deep breath and lunged into my backflip. As I glided through the air, the thought that I never learned how to land my flip crossed my mind, and I landed on my ankle. ""@CAPS2!"" I yelled. I tried to stand up, but I couldn't; my ankle hurt so bad! @PERSON1 ran into the gym as I fell, after attempting to stand up. ""@CAPS3 happened?"" ""I tried my back flip.""  ""I told you not to! If you were patient, and waited till I showed you how to do one, this wouldn't have happened!""  ""@CAPS4â¦"" ""I'll go get an ice pack."" @CAPS5 since that day, I have had problems with my ankle. If I had been patient, I wouldn't have gotten hurt, and I would still be in gymnastics, @CAPS6 then on, I've known that being patient is the right thing to do.""",24,train
852,17834,7,"Patience is when your waiting .I was patience when in line waiting for lunch .I didnt c ut any one to eat .I was standing and waiting for my turn .Patience ,some people dont have it .Lots of people just cut or yell at you because they dont have  any patience. Sometimes people will push you out of their way .They only do that because they dont have patience at all. Patience is what people need .People need patience because lots o f feelings get hurt .Everyone should have patience.",15,train
1296,19044,7,Patience every knows what it is and how we all can stay focus is like if were waiting at a unemployed line we wait cause patient keeps us from getting angry but if were waiting for a long time thats a better chance of getting angry. When you wait you also show care that you know someones in front of you and you wait wait wait til its your turn cause waiting and being patient lets you absorve the things around you and look at things you never seen before in your whole life and stuay what you saw to see what it is even if you already know it when your patience you show gradatude to the person in front of you and gradatude shows respect and trust wortiness thats a way of being polite and patience to the person in front of you. When you patience you dont have to rush anything cause you have a lot of time and you shouldnt complaine at all when you are or are trying to be patient no matter how long your patient the maximum time is for you and you bring up that time faster by not being patient and patient is a big thing cause patient gives you want you want or need in a lot of time I think patience is important because you never know whos patient to you so you should be patient to someone else.,7,train
1322,18787,7,"It was my family vacation, we was going to @CAPS1 point. We was staying in the magical hotel is was, was beautiful you can see a real waterfall and it like haven. We was in this huge room it have @NUM1 huge bathroom and bigs @CAPS2. Then as I look out of the window I can see rolercoster and all kind of ride. But they have come with these knew ride call the @CAPS3 breaker: it @NUM2 hundred feet tall and big as the statin of libaty and it pikes you up drop you @NUM2 hundred feet twist like a! Tarnado. It move from sides to side. Me and my mom and dad went there, we want to ride. But @NUM4 people wateing in line. My parent wont use to ride a different ride but I wanted to rid this. So I got in line and wait, I knew I have to be patient but @NUM1 hours pass I start to loss my patient. There was only @NUM6 people in front of me. Finaly it was my turn, I got on it, frist laft me up @NUM7 hundred. Feet and dropedme, spin the around, twist me until I got tired and finally I got off it. You can see me crying but it was not a bad cry, it was a good cry so that was the time I was patient",16,train
41,18554,7,"It was a light breezey morning. It was @NUM1 @CAPS1, my parents were just finishing the packing for @LOCATION1 @LOCATION1. We're going to A @LOCATION1 because my sister has a laccrose  ternament in @LOCATION2. It is a terrifying thirteen hour. We started loding to a van with are soutcases. My grandparents are coming with us because they usually stay for the @DATE1. That even more stress. We were just about ready to go, then I remembered that we have a tv in are van. I ran back in the house and unpluged my @ORGANIZATION1 gamecabe.  I took all the wires and three game controllers and then went off. We started on are trip. As we're just leaving I start pluging in all the wire and game controlles. The we start off. For the first coaple hours we just liscened to the radio. Then came the affect of my brother and sister owe never get going well in a crowded place, so we started hunting. Now where @NUM2 hours this out and we were in @LOCATION1. We started seing mountains. They were wonderful. @NUM3 hours through. We decided to watch the???movie for the last hour. The hour went be like a flash. Finally done that is a time I was sort of patient.",16,train
1006,19091,7,"An warrior named @PERSON1 was waiting patiently for his sword, he was waiting for an hour. He just sat quietly while every one was yelling. He was happy. All he could think of was his @CAPS1. He loved swords so much. He had @NUM1 as swords. So he was patiently to get his sword. Then he battled ninjas. He went after the ninjas because they to a boy named @PERSON2. Then he turned them to dust. The sword was made of magic. Then the warrior and @PERSON2 went to school. The warrior was the teacher and @PERSON2 was the student.",13,train
1489,19228,7,"Being pactient. Well when I have a baby cousin coming from @LOCATION1 and she was adopted from call for in a so I have never sean her befor I have only seen her in the hillper and photoes. So I have heard her voice on my phone before she sound sound so  cute and Im missing  my ant and uncle too, I havent  seen them in @NUM1 years. Out @CAPS1 still being past waiting for them to come tomorrow or today. Its a surpize I being pashing.",12,train
414,19490,7," @CAPS1 day I was patient at a water park & I was get @CAPS1 a water slide.,but thier were like @NUM1 people in front of me. At the same time, I it hot then I dont know what, I the ground his hot if you have no flip flops. But, I really want to get @CAPS1 this water slide no matter what. So I stand thier patiently to get @CAPS1 the water slide. Then I said to my self this better be wroth if or im going to be ferious. But it @CAPS2 I gonna be pantient about it. I hope I have fun @CAPS1 this ride.",13,train
1214,19104,7,"My brother matt has never been the patient type of guy. He always gets very frustrated whenever something or someone takes too long.   We always have to have patience with matt but that all changed one day. Me, my mom, my nephew, matt and his girlfriend decided to go get something to eat. While we were there and waiting in line, I made a bet with matts girlfriend. The bet was however many impatient comments he said, she would owe me two dollars for each one. If he did not say any impatient comments I would owe her two dollars. After the waitress took our orders and left we all started talking. The adults talked about work and other things, while me and @PERSON1, my nephew talked about school and other things as well. That took up atleast a couple of minutes. The lost couple of minutes we watched the football game that was going on. During those  couple of minutes, including the couple minutes when we were talking I did not hear matt have one impatient comment. I was really impressed. I was upset that I owed matts girlfriend two dollars.",21,train
598,18691,7,"One time I went to a carnival with my dad. We had a blast while we were there. I kept on winning prizes at the games they had. I thought to myself nothing will get in my way well I was wrong. Everyone has their own level of patience. Mine is low but this one time I was tolerant and kept calm. As we were at the carnival is saw this new ride. Everyone was lined up to see what it was. When I got in line I was ready to go on. Until, someone got infront of me. Thats when I began to get impatient. This is not going to be good. I waited and waited  as the line slowly moved up. It seemed like an hour but, it was only @NUM1 minuets. People kept on going ahead of me. As if they did not see me, so did more people. It got to the point where I was about to say a rude remark. As I was about to say the rude things on my mind, I quickly held myself back. I remembered that I wanted my dad to be proud of me. So, as it was my turn to go on I finally did something good. I was so proud of myself on how I did not say anything. When the ride was over I quickly went to my dad. I so proud of myself on how I was tolerant. People going ahead of me wasnt so bad. Look like I can do something positive. If they thought was gonna get to me, they were right. But, they were wrong if they I was gonna say something.",22,train
282,17945,7,"A @DATE2 ago my @CAPS1 was brought into the @ORGANIZATION1 because of her incision from a previous operation panste open. Because of @DATE2 physical coller coaster, I have missed three days @DATE1 and one day @DATE2 of school so far because I was gone visiting her. Now I'm back and trying to catch up with all my classes. So far I've achieved that goal with @CAPS2 and social @CAPS3, but have yet to catch up in the other subjects. Although students are only allowed one day to make up what they missed per day they were gone, my other teachers have been extremely patient and helpful to me and willing to hold off grading me until and the time catch up in their class I think I'll make it.",18,train
155,19086,7,"It was @DATE1 and I could see the snow pouring down as I drank hot chocolate. I saw our @DATE1 tree is was full of presents, I couldnt wait till I could open them. Ive been wanting a wii since @DATE1 but I never got one. But that didnt stop me from hoping. So I wish I got one this year. After a while my parents said @CAPS2 can open our gifts. @CAPS1 I screamed, I quickly tore the paper off the presents and saw that I got a makeup set, a digital camera, and many more. But not a wii. I was frustrated. So I asked my mom if @CAPS2 could buy the wii tomorrow. But she replied @CAPS2 cant afford it. @CAPS2 will buy it when @CAPS2 get enough money. Well I was very patient so I guess I could wait. As @CAPS2 all enjoyed our @DATE1 @CAPS2 watched tv. Then after a week or so my parents got their paycheck, so my mom said @CAPS2 could go out and buy the wii. @CAPS3 thank you mom I screamed. When @CAPS2 arrived at the?? I got the wii and it ??, which was @MONEY1. I couldnt believe it, my patient finally paid off. Now I got my new wii, and @CAPS4 enjoying every second of it.",24,train
532,19189,7,"School. In school you have to keep patient. By the of the day you ran out of patient. You would be try to tolerate you patiens. Most of day it will be fun. Maye if you go along with it you will be cool and stay patient. But patient is something I do when it come to  ??? lunch, and the bathroom. See every day a have to tolerate people who up to the bathroom when need to go I have to wait @CAPS1 I start to get hungry. I need lunch I have to wait for that to. Once I eat I have to be patient for gym. I have to be patient every day of the week. I need to tolerate all of it weekly. The end bye bye.",10,train
750,18561,7,In third grade one day it was one of my happyest day of my life. It was the day when we were going to get our dog @ORGANIZATION1 and I was excited and as patient as ever. It was a cold winters day and it was my time to go to school and I couldn'@CAPS1 wait till the school day was over because it was the day when we got @ORGANIZATION1. When I got to school I couldn'@CAPS1 wait to tell everyone that today was the day. When school end my mom came to pick up my sister and I up from school to go home and wait patiently at home my dad and @ORGANIZATION1 to come home. When we got home my mom and my two sisters and I were waiting patient in the living room watching @CAPS1.V just listening for the jerouge door to open. And the we herd it open and we all were jumping up and down running and screeming outside and there she was @ORGANIZATION1 the best dog in the world. That's the way I was patient on the winters day waiting patiently for the best dog in the world.,19,train
1260,18732,7,"A time I was patient is now @DATE1. The reason is because I am waiting for @CAPS1 new phone. See in @DATE2, I spelled orange juices on @CAPS1 phone. Everybody would call me weired and responsible. At first @CAPS1 phone was fine and everything alright. Then one day @CAPS1 speaker stopped working. I could call anyone or  listen to music. @CAPS1 heart sank. I quickly ran to @CAPS1 dad and told him about @CAPS1 problem. He first lasted and shook his head. Then grabbed @CAPS1 phone to test it. After he disconnected it did not work, his face was shocked. He then asked me how did that happen. Now at the time I was so stunned,so i couldnt figure it. Then the image of me spilling the orange juice came to mind. Something told me to keep this from @CAPS1 dad. I told anyway, and he laughed. I looked at him with a why are you laughing dad. He said You are going to have to wait until I get the money. @CAPS1 face was calm but here I am still waiting for the phone.",16,train
159,19380,7,A time that I was patient was when I was awaiting to get into my basketball game I played for the destroyers. So in all the games I always had to wait to the @DATE2. So in the @DATE1 game of the season I got in four times. In the first @DATE2 I got in for about one minute. the I got in for @NUM1 minutes in the @DATE1s. I was happy but I still wasnt starting. then we got into the play offs I only got in two minutes throughout the whole entire game. At one point I was gonna quit but my teamates came up to me and said dont worry your gonna your time to start everyone will. Over the next few months I waited patiently. Then we got in tournaments then we split up the team with older people on one and the younger people on the other. Then I finally got in the starting lineup. I was so excited that I was in the playoffs then we lost at the championship game. That was a time I was patient.,16,train
769,19548,7,"On a fine @DATE1 day I was heading toward the @CAPS1 office. I wasn't pleased. I didn't want the son to get there. But it did. When we got inside, my mom went to the checkin lane I just sat down. When my mom got done she sat right next to me and we waited. And we waited and waited. We waited for about @NUM1 minutes until the @CAPS1 came and called us in. Right when we get into his office a nurse came in and checked my temperature, heat beat, ex. When she was done and left we waited and waited. We sat there for @NUM2 minutes before the @CAPS1 came in. when he was done we checked out and left and @CAPS2 don't have to go there again.",18,train
843,19215,7,"I had a friend well she is @CAPS4 best friend and we know each other from @NUM1 grade then in @NUM2 grade she said she said she has to move to @LOCATION1. So she moved and she would call me all the like two time a week. I would always answer and talk to her for about three hours. I will always remember her. Until this one day came she called and @NUM3 was kind of busy because there were people over are house. One of @CAPS4 mom friend calls me and I told  @CAPS1 (@CAPS4 best  friend) hold on someone is calling me she said okay so I left the phone on @CAPS4 bed while she  was still o the phone. I went to the living room and @CAPS4 moms friend said can you get me a glass of water and @CAPS4 moms five other friends said the some thing. I went and got them water. After that @CAPS4 mom said go take out the trash so I went and put on @CAPS4 scarf and took at the trash out the like @NUM4 mins I had her waiting. When I took out the trash @CAPS4 best friend was and she said @CAPS3 can you stay outside with me and play for a little bit and I forget all about @CAPS4 friend on the phone. I stayed outside for about @NUM5 min. then said I got to go back inside. I ment in and sat on the sof and @CAPS4 moms friends that were over are house were talking and I sat with than talking laughing, playing, and watching t.v.  After two hours and a half while I am watching t.v. I tell myself what am I forgetting. I knew I forget something, but I didnt know what so I get up and I walk around the whole telling myself what  did I forget when I get to the room I was talking to @CAPS1 in I seen the phone on the bed and I picked up and said @CAPS3 @CAPS4 @CAPS5 @CAPS1 I forgot about her. I said hello just to see if she was still there even if I had a feeling she didnt which did. She told me you kept me waiting for the longest time ever. I told her wow your so patient I would never wait that long. She come on youre @CAPS4 best friend. I would wait forever for you so we continued talking.",22,train
596,19328,7,"I was so bored âI was so bored but I know it would pay iof. I was on a flit to??? and it took/heavers. In that I hoven I went to the bathroom, eat lunch, plaed with my more sellfon, I sleped and then soller then I @CAPS1?? it we when there so ??? ??? ???.",12,train
942,17846,7,"One nice sunny day I was traped in a doctors office with no air conditioning. this doctors office had @NUM1 chairs in the dirty waiting room. I was already cramed in the room with about @NUM2 people for @NUM3 minutes. I was trying to be patient but the patience was wearing off. Sweat dripped of of my face on to my black @PERSON1 short-@CAPS1 shirt. I was starting to get hot and mad, but I kept my patience. I know if I was going to get mad even more, it wouldnt help or make the time faster. Then all of a sudden, creeeeeck, the door opened. A tall white woman with green schrubs on said, @CAPS2.",19,train
606,18297,7,"Do you ever fell like your @CAPS1 is going to expload? Do you ever want to say something but don't because what you said will make things worse than they are? Well that's how l felt in this story! Little brothers and sisters make me so mad, that l want to expload. The story starts at @TIME1pm my brother @LOCATION2 just got off work and has been complaining how he is sick of walking home by hiself so l was going to surprize him by walking home with him l just passed the high school and l heard my name being called so I looked around and l heard my name being called again the voice keep being called so l stoped and my sister @PERSON2, and my friend @LOCATION1 came up from behind me and stopped @PERSON2 said ""I didnt want you to walk to get @LOCATION2 by urself"" so we keep walking and savanah and me keep switching and the scooter got slower, and slower and slower because two people were riding we stoped and pressed the power reset button and began to go again and then we called @LOCATION2 and said we didnt see him and it was already @NUM1 he said hes at his friend house and my mom was coming to get him. We turned around and two minutes later the scooter died we keep holding the power rest button nothing happened so l ran home to get the bike there was sweet running down my face and ?? none stop my legs were numb soon as l got to the house my legs colapest l got up and put shorts on, grabed the bike and ran out the door @PERSON2, and savanah were already at the party store @LOCATION1 questioned me and asked ""@CAPS2 did it take you so long"" I told her what happened as @PERSON2 pushed the @PERSON1 and savanah rode on the handle bars. In my @CAPS1 l was thinking about how long it took me to get there and now mad. l was they came and how l thought l was going to espload because the scooter died we put the bike and scooter away and walked in the door and droped. The lesson learned is dont do something unless your foresure its happening. I learned that the hard way and I'm never going to do it again.",21,train
245,18107,7,"One thing I am not very at ient with is the meap. The reason I am not patient with the meap because it is very boring you can not talk and it is dull. I hate the meap it is very difficult, you dont see tenn see or @CAPS1 doing the meap. The meap expect you to do to much work the meap is one of the reason I dislike michgan. The meap asking you questions and words you never saw or herd before. In my opinion @CAPS2 we are going to do meap I wou ld prefer them to ask question and words that we know. Another thing I dont like about it is that they grade our writing on opinion they grade of what they think of it. To mi the meap is stupid @CAPS2 I had a choice I would chose not to do it. Since the meap is important I do it for my grade. These are the reason why I am very inpatient with the meap.",13,train
294,18294,7,"Patience is the key to tolerating trouble, problems, and helps you to not make tragic mistakes. You need to be patient when you even ??? a challenge in your life. Without patience, nothing would stop you from rushing into a situation with an unfocused mindset. If you try to deal with something without the necessary amount of patience, youre quite likely to make a crucial mistake and/or degrade your chances of succeeding and reaching goal(s). In situations such as sports games arguments, disaster, and many other occurrances, patience will indeed come in handy. When playing sports, being patient will be helpful when youre waiting to get playing time, when your team is behind, and when your teammates arent doing their correct jobs and responsibilities on the team. Having patience, overall, will most likely help your team execute smooth, and by respecting sharing your opinion as well. Ultimately, this will help you sort out the situation a little more smoothly. During a disaster such as a house-fire or when dealing with tornado damage, being patient allows you to sort out all the things that youve lost, and youve enable to think clearly a bait what has just happened Ive experienced a house fire so I know that being patient is a great way to handle and live through such a situation. Overall, I guess what Im trying to say is that when youre patient you experience difficulties without complaining. Right now, you @MONTH1 not think that this applies to you, but honestly, I can guarantee you that life isnt a bundle of roses all the time, so soon or later, youre going to need to use patience. Waiting carefully for things to happen usually isnt human nature but its indeed a necessity in everyday life. So we all need to recognize the fast importance of patience, so we all can live better lives, Im certainly not implying that we need to hurry up and learn this trait, no, we simply need to learn it patiently.",16,train
907,18844,7,There was a day when I was patient and I was so nice and this girls was so in aher she was getting on my nrvise because she push me and hitting me. So I just let her in front of me and we where in @CAPS1 and lot of people be ready for @CAPS1 lady said stop push her. Then we where in class and so I rise my hand and she said be patient I said I am patient so shut up so shut up please so she dont shut up so I my had a other time and the teacher call on me so she got mad at me.,10,train
1009,18583,7,"I was patient when my dad said he would get me some @CAPS1. They were @CAPS2 and @CAPS3 the shoes caust @MONEY1. I asked a few times. He didn`t answer, so I knew what to do. I decided the dishes, clean my room. I waited the shoes so bad; I cleaned stuff that was already clean. After a month of the cleaning, I still didn`t get the shoes. Thats how something went wrong. SCHOOL!!!!!!! I haven`t ben acting right in school. I got my stuff together. Then I got the @CAPS4.",17,train
1416,17980,7,"This is a story about when I was patient. My family was planning a camping trip to go up @LOCATION1.There was a huge camp ground were you can reserve an area and camp there.The bad part was that it was about @NUM1 hours away. So i packed a magazine, some  paper my @CAPS1 and decided the best of it. Me and my sister @PERSON1 were playing aganist each other in @LOCATION2 for about an hour but as @CAPS4 played all i thought about was the camp. Later I was looking at a magazine about camping I didnt know it was about camping at first so that made me more exicited. Then i drew pictures for about an half an hour, that was fun.I ended up takeing up a nap for another half hour.  When I woke up I just starred at the road wide eyed constantly thinking about camp. Finally @CAPS2 said @CAPS4 are here kids! @CAPS3! @CAPS4 all @CAPS5. @CAPS4 set up camp, played on the play ground,went swimming,and had a bonfire. All that waiting was worth it. But the ride home seemed alot quicker. Tthat is the story of a time I was patient",24,train
572,18642,7,"A time I had to be patient was when we went to @LOCATION2. It was a @NUM1 hour flight with a two hour layover in @LOCATION1. It was really hard for me to be patient because I really wanted to go to @LOCATION2. In the layover to pass time I listend to my ipod and used my macbook pro to get on face book. It really helped me be patient because it took my mind of @LOCATION2 and we were in @LOCATION2 in know time, and when we arrived my patients paid of because I got to swim on beaches and party I @LOCATION2 for @DATE1 break @DATE2 that is my story about a time I was patient.",16,train
33,19017,7,"I think that my coach is patient because there are @NUM1 girls she is watching . She has to teach us stuff that we dont know. Our coach has in teach us stuff like the @CAPS1 play and teach us how to do moves like cross overs. She teaches us to run fast, she has to be patient with the slower kids that cant ran as fast. Our coach had to be patient when she was handing out jerseys because we all had to try them all and it for a little of her time , so she had to be patient.",16,train
1431,18986,7,"This story a story about when I broke my ankle. It happened about @NUM1 years ago. I was at swim practice and was about to dive off of lane @NUM2. When I lost my balance getting on the block, I realized I was about to fall and tried to catch myself, but, I ended up falling in to the water and twisted my and backwards from the swim black. I was really hard to get out of the water. My mom called the doctor and found out that I couldnt got an ??? for nearly ??? days. So she came to the pool to get me and brought her old ??? those @NUM3 days passed of laying in my bed @NUM4 when I come to find out that my ankle was broken. So I ended up spending @NUM5 weeks not going to swim practice, I was so bored. That was the time when I had to be patient for four days until I got an x-ray.",17,train
