,essay_id,essay_set,essay,domain1_score,domain2_score,split,llm
1448,3894,2,"You are not elgible to check out this book', says the libranian. You are just too young for this book.      To me censorship laws in libraries are not needed. The common people should have the liberty to check out what ever they please. The people who make the censorship laws should be pleased that young people actually want to read.     Books, music, movies, magazines, etc., are all under censorship. Everyonee takes things in differently, being said some are mature than others. If they want to play that game, or read that book they should be allowed. The person who picks up the product should know how they are and should know if they can handle the material. Therefore they are held accountable for their actions. Isnt that how legal laws are carried out?     If any sort of content is found offensive it still shouldnt be removed from the shelves. Something @MONTH1 seem offensive to one person but someone else @MONTH1 find that interesting. For example, when the newspaper talks about a specific athlete they @MONTH1 say things tha offends his?her fans. They people who are not fans of him/her @MONTH1 find it ammusing; so they should remove the post because some people dont like it. Someone @MONTH1 like that book, music, movie, or magazine dont inconvience them because of a few people.           Interest @MONTH1 vary, but a teen @MONTH1 like the same type of books as an adult. Censorship laws wont  let the teen read the book they likes because of his/her age, and to me that is unfair. It is a new day and age; things have changed from what they once were. Cencorship laws should be wiped out completly. If you @MONTH1 find a book offensive in any way, shape, or form just dont read it. Nobody is forcing to read that specific book; libraries are filled up with a numerous amount of books. There is a book out there that you will enjoy.     In conclusion, certain material shouldnt be removed from shelves if found offensive. Some other peoople @MONTH1 like that same aterial. There shouldnt be censorship laws in libraries at all. That is just unfair, and unjust to some people. Its a new time and age and things are different. People of any age should be able to check out any book they please",3,3.0,train,Here’s the breakdown of
1450,3736,2,"How much hurt can someone take from a book, popular music, a movie, or even a magazine, etc.? Well, as shown by studies, @CAPS1 ctizens @MONTH1 take what these items say more offensivley than what it @MONTH1 seem.  They @MONTH1 seem to go overboard or exaggerate what these updated articles are spreading across @LOCATION1, but is it really true?          Due to all the diffrent races @LOCATION1 sees every single day, sometimes we @MONTH1 @CAPS2 be doing our best to accept their diffrent cultural backrounds in our modern day society.  I have noticed just by going to a pretty much all white school how most people judge other races other than their own, wheather it be making fun of what they wear or how they talk, etc.  Sometimes I wish they could just consider that we are all human beings and no one deserves to be treated that way.  Taking this all into consideration, I think that wheather or @CAPS2 they are racial books, magazines, or movies they should @CAPS2 be removed from there distribution around the world.       I know that wheather or @CAPS2 that these books, movies, magazines, or music are racial they should still be able to be heard by those who want to hear it.  I think that there are some people out there, for example myself, who like to watch movies and read books about slavery, the holocaust, etc.  It's a part of @CAPS1 @CAPS4 and I enjoy learning about it very much.  It @MONTH1 seem racial though to those who went through these hard times and these items which try to explain the pain these people went through @MONTH1 just seem like a joke towards them to make fun of all they went through, eventhough it is @CAPS2 meant that way at all.  I also understand that there are people who write books about mexican jokes, black jokes, etc. or even make comedy movies joking over diffent races.  These types of things I think should be taken OFF the shelves everywhere!  These are the types of things that I feel are what bother many different races and make fun of their cultural backround.       When it comes to music these days, it seems they always sing about love, being hurt physically and mentally, and so on.  I feel like music shouldn't really have an affect on diffrent races, unless it is purposley made for the reason of making fun of people.  I don't see where magazines can be harmful to a certain cultural backround.  The magazines I read about aka seventeen magazine seem to comment about how beautiful these people.     Overall, I think that making fun of diffrent races around the world is never going to get better if we never do anything to help it get better.  Eventhough all these diffrent items such as: movies, magazines, books and music @MONTH1 seem racial I think they should be left on the shelf of every library to let people watch and understand more about the @CAPS4 of our world, but if it is a truly written book, song, movie, or magazine article that is aimed to hurt someone of a diffent race, that should definatley be removed from every shelf around the world",4,3.0,train,Here’s the breakdown of
1451,3876,2,"Books can make a very deep impression on whoever reads them, and sometimes these impressions are not appropriate for the reader.  Books that are found inappropriate to children or even teenagers should be reconsidered to be removed off shelves that are exposed to children or teenagers. I think that children should not learn inappropriate material if they are not ready to learn about it, in other words if they are not age appropriate.  Books are just one thing, there are also movies, music, magazines, and etc.  All of these things can give wrong ideas to our children and teenagers.  Inappropriate media or imformation should not be exposed to people that are not ready, or mature enough to watch movies, or read books that could harm or give them wrong impressions.       Children that have read books or watched inappropriate media can sometimes change how they are like. I think that many children that watch movies especially that should not be exposed to them. Some of the movies that I have seen have been very inapropriate and I could not imagine young children watching these movies. This is because I do not think children know as much as we do, so it will give them wrong ideas they have taken the wrong way.  I think that books or media that is inappropriate can change childrens childhoods in a negative way.       Children and teenagers should also be mature enough to be exposed to all of the books, movies, and magazines.  If all the age groups would be exposed to all of the higher rated movies, books, and magazines I dont think that would be very resbonsible on the libraries part, or whoever was exposing it. I think that society would be harder to control with this kind of media everywhere.  Parents would also not appreciate if their children were reading, or seeing something that they think their child should not be exposed to.  I think that children are simply not mature enough to be exposed to all of the books, magazines, and movies.  It would cause a lot of problems for many people.       Many of the children would be doing stupid things that they have seen in a movie or read in a book that they thought was cool, or that they should try it.  Were are already having a problem with pre-teens or teengers. This is because many of them are exposed to things at a early age they should not see, that effect there actions.  There are many actions I have seen or heard of that relate to a book, or movie that probaly would not have happened if the person was not exposed to it.       Children simply are not ready, or mature enough to be exposed to everything that books, movies, or magazines have to offer.  It can change the way that children think, or what they think would be cool to physically do.  I think that it is bad enough that a lot of teenagers have been exposed to a lot of these things already.  This should be a wake up call for those who have children.   Books shold not be exposed to every age group, because it would hurt society and whoever is not ready to learn or witness what they will",4,3.0,train,Here’s the breakdown of
1452,3597,2,"Some people think that offensive books should be off the selves, but some other people think that this should not be allowed.     I do not believe that certain materials (books, movies, and magazines.  If we take evey book off the self then we would not have any book to read.  If we start taking offensive books off the self then every body coming in would be taking @NUM1 books off the self.  Then with in two days there would be not books left.     If we do not have any books then are eyes would be bad. We should not take books off the selves because of some people like to read.  If people do not like the books in the library then they should not go to the library to get books.     This is why people should not take offensice books off the selves. This will make peoples eyes so bad that they would not see good at all.",2,3.0,train,Score: 2
1453,4714,2,"I think that some books in the library some people might take offensive. But some of those books have a meaning behind it.            I think theres one book out there that alot of people love to read, and that is @CAPS1 @CAPS2. The book uses the '@CAPS3' word alot and many people take that offensive, but why? There was a big arguement about alot of book companies changing the word in the book to @CAPS4 @CAPS5.             From my perspective I think it should stay the same. Why change that now? Many english teachers use that book because it talks about a white boy named @CAPS6 saving @PERSON1. Its not being used in a bad why at all just using the terms of how they did back in the olden days. The book is strong and shows readers a strong aspect in life.             Yes you shouldn't go around saying that word, but also not change it now, after its been out for along time to the public. The book would not bring the same meaning as it would if it is  being changed",3,4.0,train,Score: 3
1454,4523,2,"Libraries are filled with books, magazines, music, movies, and many more materials. All of the materials cover a really wide range of topics. For example, movies can be a comedy, mystery, or adventure. However, some of this material is not suitable for some viewers and can be very offensive to them. For this reason, these offensive materials should be removed from libraries.     One reason offensive material should be removed from libraries is because it can lead to violence in teenagers. If a teenager is continually reading books or watching movies that have violence in them, then they might think violent behavior is all right. They might not know that violence is not the answer to many problems, and they will not realize that there are other solutions to a problem.      One case that proves seeing offensive material can lead to violence occurred in a high school. A straight-A student got a grade she thought she did not deserve from a teacher. This student then painted her face white, put on red lipstick, and took a knife to the teacher's classroom during school. She then proceded to threaten to kill the teacher. She got the idea from the movie '@CAPS1', and her costume resembled the @CAPS2. Some students in the classroom at the time called @NUM1, and the police officers convinced the girl to put down the knife. Maybe if she had not seen the movie she would not have threatened to kill her teacher.     Another reason offensive material should be removed from libraries is because the material is sometimes inappropriate for younger children. The children might just be looking at books and magazines in the library and not even check it out. This way no one will know that they read it. Some of the books in libraries have subjects like sex and drugs in them. When the child reads this, he might want to do everything that is in the book. I have  read a book that contains sex and drugs. The book might put awful ideas into the child's head if he read it.     After all is said and done, offensive material should be removed from libraries. The material can lead to violent acts in people, even if it does not seem like that kind of behavior could possibly come out of that person. The material can also be inappropriate for younger children. All in all, material in libraries can be offensive to some people.",4,4.0,train,Here’s the breakdown of
1455,4289,2,"As a small child I remember my mom reading me stories to put my to sleep. There was always one book that I remember the most named, 'A light in the @CAPS1' by @PERSON1. As i was walking into my public library the other day i was looking at the books that had been cenored because it encouraged, the following; mistreating parents, offensive language, bad habits, and other things. I was mad that this book had, essentally, been erased from all of children literature just because a few people @CAPS2 that it gives a bad message. Think about it though, when you are a child either having a book read to you, or reading one yourself do you honestly pay attention to such small details?    I do not think that books and music should not be censored, because society does a good job of thinking and figuring out what is acceptable and what is not. I understand the idea of warning labels, but i feel that censorship is too far. In the example I used in the paragraph above, that actually happened to me. So, i do not think that things should be censored just because a small group of people think that it is inappropriate. Even when i read that book today i do not see any of the reasons that were listed in the book. Therefor beleive that it was unjustly censored, meaning that a really good book will never reach the eyes and ears of child that deserve to hear and read it.     Over the years many things have been censored, some had an actual reason, others maybe were looked at and censored because somebody did not like how they read the book. the point is, is that people should have a choice of what they can get from their public or school library. Maybe, they should just give an idea saying that there is potentailly inapprapriate materail in that certain book and should not be read to or by a certain age group. when you look back to your childhood and think of all the books that were read to you that you enjoyed, how many of those books have been cesored for reasons that make no sense? That is the primary reason why I believe there should not be any censorship",4,3.0,train,Here’s the breakdown of
1456,4342,2,"Moving @CAPS1 The @CAPS2 @CAPS3 In @CAPS4!     When you enter a library or a book store of course you will find @CAPS3 that you like and dislike. You're opinion @MONTH1 not be the same as someone else. Sometime you can feel a little bit uncomfortable with the situation and the way thing are going. People have diffrernt looks about different @CAPS3 in this way of @CAPS4. You are going to come across good @CAPS3, bad thing, happy @CAPS3, sad @CAPS3, @CAPS3 you agree about, and @CAPS3 you disagree about.      I believe that books, music, movies, magazines, or anything else should not be removed if they are found offensive to anybody. The reason I state that is because if any of those items offened one person they might not be offensive to another. Different people have different intrest in many different @CAPS3. So therefore it should not be any reason that the materials should be removed from the shelves. Especially if they are not hurting anything or anyone physically.     Speaking from personal experience there were many times i felt offened about certain @CAPS3. I feel that abortions can come off a bit harmful to a @CAPS4 that has not been born yet. Killing a child that has not experince the thing you have is not right. But some sometime the way i can feel can be alot different to other people. So who am I to tell another person what they can and can not do. That comes with voicing your own opinion.     You can not change the way another person is thinking or feeling. If you find a book or anything like that hard to deal with it is crazy. Think about the @CAPS2 situation that you might come across and can be offensive to you. It will be alot of times you will disagree or have an opinion but can not change or do anything about it. @CAPS3 will be much easier and less @CAPS2 if we sometimes deal with the difficullt @CAPS3 in @CAPS4",4,3.0,train,Score: 2
1459,3107,2,"Two of the many privaleges that we have as @CAPS1 are freedom of speech and freedom of expression. Although some bodies of work @MONTH1 be percieved as offensive or inappropriate, I believe that they should still be available to the public. Some might agree with the topic being expressed, even if it is offensive or inappropriate, and others @MONTH1 not; but they should not be removed from libraries because of their negativity.     These offensive or harsh pieces of literature could even be used to show the public what is considered rude, offensive, or inappropriate, and should be thought of as learning tools instead of being banned. Every person has a right to an opinion, and others @MONTH1 or @MONTH1 not agree with what that person has to say, but it does not change the fact that they have the right to their beliefs.     Katherine Paterson says, 'All of us can think of a book that we hope none of our children or any other children have taken off the self'. I myself have read literature that is considered offensive, but as disturbing as the literature was, I am glad that I was educated on what people thought was acceptable behavior so that I know, and can teach others that despite what the book said, we now know that it was describing how people should not be living.     I believe that it would be a grave mistake to remove these materials from the public eye, because many are ingorant to the historical beliefs of others that have affected our nation and other countries across the globe. All of these books are educational, though some are harsh, and they should be used to show what is right and wrong. If they are taken off of shelves in the libraries then people, especially children could start to think that a certain idea, that @MONTH1 be incorrect or offensive, is completely appropriate and acceptable. As someone once said, '@CAPS2 who do not know their history are bound to repeat it'.     By removing the problem, we would be creating another issue. For example, many books have been written over history that convey hatred and discrimination towards other cultures, ethnicities, religions, and lifestyles. If @CAPS2 works of literature were banned and not available to the public, many people would not know that it is wrong to show hatred towards others just because they are different than you. This type of literature provides usefull information: it allows people to see how a large amount of people thought life should have been years ago, and they taught the people of @DATE1 that it actually was how people should not be living.",3,4.0,train,Here’s the breakdown of
1461,4265,2,"In libraries, there are of course books. There are mysteries, romances, comics, biographies and anything else that you @MONTH1 be able to think of. There are also magazines, movies, and even cd's that are at the libraries now. Then at libraries there are also those books and magazines. Those books being the ones I would never pick up off of the shelf myself let alone allow my future children to pick up. This is because those books contain material that is not at all conducive to the young person's brain. That is why I would like those books to be cencored so my child would never even know that the books are there.     These books have in them people having sex and smoking drugs and their language in theses books are horrifying! These seem to be the kinds of books that young children have become interested in. They read them at school and get them somehow from their friends. They also find them in libraries and the more they read the more they want to do because they are influenced very easily. They are influenced by books characters that dont even exist some of the time.       There are many reasons of why I feel that the books should be cencored but one of the biggest reasons are that because young people read these kind of books they go out and do what they read in the books. Thinking its okay because somebody that is not even real, most of the time, is doing it. I feel that these books are the reason that babies are raising babies children that are ten are going out having sex and getting pregnant and becoming eleven year old mothers. Where is that even heard of, but it happens and by the time those same children become freshmen in high school, if they even get there, they are carrying the responsibility of the baby they had when they were eleven. Those same children go through life wondering how different their stiuations could have been! So I feel like before these books go and mess up a whole other generation of children why don't we stop it here? Why does another child have to get pregnant at the age of ten for someone else to realize it's time to change things?     Ten year old children are still just babies! The human brain isnt even fully developed until you are in around the age of twenty-five. So these children dont know if what they are reading is wrong beucase they haven't been taught that it is very wrong this is because at that age no parent expects that they will have to teach their not to have sex. Why you @MONTH1 ask, because at the age of ten what child should know about sex? At that age they still like to color and play with baby dolls or they like @CAPS1 @CAPS2 and @CAPS3 they should even be thinking about sex let alone know what it is.      These materials should be taken off the shelves because children reading or looking at these kinds of books and magazines in libraries should not be happening. To stop yet another generation from messing up their lives taking the materials off is the best solution. After all shouldn't a parent get the chance to make sure their child isn't killing their chances to live a happy life in the future?",4,4.0,train,Score: 2
1463,4237,2,"Many things such as books, music, magazines, ect., causes problem acts for children to act different, but i say that everything should stay in the library because there more things that causes acts than the things that are listed. Many children get their acts from books, movies, and magazines but most get their acts from something different.   Children gets most of their acts from the television that their viewing at home wich causes them to think if their parents doesn't care about what their watching than it's okay to view what ever.So the most that is causing acts is what is being viewed at homes or in the movies. So I really say that it's okay for children to read or watch what evers legal on television.   But to me in the the libraries it's up to whoms ever controling it should decide by ages. just like legal things only legal for adults. I say that it's only for adults because childern starts argument from what ever they see expecially when their around their friends. When children is around their friends they feel that it's cool to do what ever. And it's all coming from thing based on violence in the books that children reads more often. So to me I will say that it shouldnt be okay for what is being viewed.",3,2.0,train,Score: 2
1464,3630,2,"There are numerous books and movies which are deemed not appropriate for younger audiences. By marking movies with a rating, and marking books with a specific age group, it helps categorize them.      In our public libraries, all books and movies are settled into one place for everyone to have the ability to check out. There is the ongoing discussion on whether these should be available to everyone. If a child were to check out a book, and it happened to be rated @CAPS1, the parents would most likey become upset with the library for giving the right to the child to check out a rated @CAPS1 movie. There is also the instance where a parent would have the child check out a specific movie with a @CAPS1 rating. In which the library would be harrassed for not letting the child check it out. Furthurmore, should public libraries let certain age groups check out movies/books which are not appropriate? The logical answer concludes to no, they shouldn't. If a child can not see a rated @CAPS1 movie at the theatre, why should they be able to check them out freely at the library? Public libraries should invest in a way to keep underage kids from checking out inapropriate materials. By simply having their age on their library card, there would be a lot of misunderstandings taken care of.      Our public libraries should take it into their own hands, by changing their censorship. It would give them a better name, and give our children a secure place to gain access to these matirials.",3,4.0,train,Here’s the breakdown of
1465,4733,2,"Offensive materials @CAPS4 be anything but I'm talking about libraries and whats inside. Books, music, movies, and magazines @CAPS4 be offensive to someone but not everyone. Removing these materials from library shelves because a few people veiw them as offensive material is not a good idea because if they find it offensive then somewhere someone is enjoying it. Not everyone will find a book, song, movie, or a magazine to be offensive and for that reason no books, cds, movies, or magazines should be withheld from the public in any library. My friends liked reading @PERSON1 books but i did not like them, but i did not make them stop reading because of it, just like 'To @CAPS1 A @CAPS2 @CAPS3,' @CAPS4 be offensive but if you find it offensive don't read it, plain and simple. There wil always be one person who doesn't want their kid to watch a certain movie, or read a @PERSON1 book, but that is not a good reason to remove any materials from the libray shelves, let people read what they want to read, watch what they want, and listen to what they want, there is no good reason to remove a book form the libray shelves.     We all have a right to read, watch, and listen to anything we please. Having somebody you have never seen get a book, movie, or a magazine removed from the library because they find it a little offensive, is like having someone kick you because you don't have a lot of money. Many books from all over the world @CAPS4 be considered offensive to at least one person and that one maybe two people do not have any right to tell anyone what they can not read. Censorship in libraries is a horrible idea because not everyone will read that book or listen to that cd. Having a chance is all we need to read a book or listen to a song that might change our lives, for better or worse it should be our choice to read what we want.     Any material @CAPS4 be considered 'offensive' but most of it is not offensive just what people don't want their kids to read. Offensive or non-offensive materials can not be declared by a few people but by an entire country. What one man considers offensive another man considers to be life changing. Anything can make someone change and in order to have that chance we should have the freedom to read what ever we would like. If you find a book offensive remeber this you had a chance to read it, now give that chance to someone else.",4,4.0,train,Score: 3
1467,4048,2,"The topic of library censoring has been increasing over the past few years. It has been discussed by many people, but a decision has never been reached. I say that there should be no library censoring. I would not have found my love for reading if libraries were censored like they are.     I think that there should be no censoring of libraries. It would impair our basic rights. Such as our right to freedom of expression. And our right freedom to the press.We would no longer live in a free country but a totalterrian state.     Though if they would put an age restriction on certian things that @MONTH1 please the debators. I think that many would agree to this if it was proposed . Thus, if we did this children would only be able to read or listen to materials apporiate for their age.     Though it is the parents who should censor what the children read and listen to not the libraries. It's the parents who introducee the children to music, magazines, and books. If the parents started to censor these materials early on this debate would not be going on as it is.     The topic of library censoring has been discussed and debated at increasing rates over that past years. Some want to censor our libraries though that is not the best choice. @PERSON1 said 'that if we have the right to censor libraries then thier will be no more books for any of us.",3,3.0,train,Here’s the breakdown of
1469,4096,2,"What is @CAPS1, @CAPS1 is whay made this country the who we are today! There are manny ways people can exspress them self in todays world, and it just so happens the art of writing acting and art are a huge part to the way people exspress them self. Because all of us are different and have our different veiws on the subjuct. Im not going to preach to you about what is right and what is wrong. im just going to share a few prior exspereances. Now all of theas were from being in a libraries. Some of them in smaller towns, others in the hart of a larger city. There is evean a story of a man and wife, in the suburbs of a larger city. It is also amazing to see what is exsepted in differeant parts of our country.      Well it all started when I was sitting at a small table in the back of the @LOCATION1 librarie. It was a small groupe of friends and we were all working on our reaserch papers. But we then saw a man and a woman, what I proseaved as husband and wife. They were looking at the magazines on the shelf directly infront of us. As he picked up a @CAPS2 @CAPS3 magazin she looked over to him and proclamed, that is so derogitory against woman. So he put it down and walked out. Wandering what was so bad about this magazin I walked over to the rack to see a woman standing in her underware with a classic car. About a mounth later I was walking in my local librare droping off some books for my mom. Instantly when opening the door I hear to people having a heated conversation about the painting they had hanging on the back wall, in the adult section. Wich was of a woman with her chest exsposed, now mind you this was not a modern painting it was rather old, with the paint slowly  pealing off. Now that painting was there for manny years with out any one saying any thing and that was the argument made by the head librarean. There were manny people standing in the area that this was taking place, and manny of them were not evean willing to hear what the woman had to say, because the painting turned out to be very famous and has been there since before some of the middle aged people in there could reamber.      As you can see there are manny differant veiws on what is exsepted in the modern time. Advertizement is all over and manny magazines use peoples bodys to draw people to their add, so they can try to sell their product. I belive there should be a line drawn when it comes to that kind of addvertzing. They @MONTH1 have to come to a agreement that each magazine should say if it contains the kind of adult content like that. if they were to make this a law they should have to put it right in the front cover so you know if you pic that magazine up, you are at risk of seeing things like that. altho when it comes to a painting of times before the @DATE1 and people had grown up in that same area for years and have been seeing this painting since they were yong too, I do not think that painting should have been taken off the wall. There is a fine line when it comes to the information being exseptible or not that is why I do belive there should be some kind of rating system whith the book and etc",3,3.0,train,Score: 2
1470,3598,2,"Reading it is a joy to some and a pain to others. Do I think objects in the library with offensive details should be cleaned up or taken off the shelves? There are some things that could be censored, and others that wouldn't be worth using if it was censored. However, yes I do believe that there are items in the library that could be censored. I am going to tell you why they should be censored, and what should be censored.     The types of items in the library that shouldn't be cleaned up.  A perfect example of those items are historical documentaries or historical books they have no other way to get the information needed across to the reader or viewer. There are other types of library items in the library that could be censored. Like there are some magazines and movies that show uncensored scenes or pages that are not need to make a view across if there even is a view to get across. I think a movie, book, or a magazine should only be uncensored if it is trying to get a point across. If there are uncensored items not getting a point across then they have no business being in the library.      As people can see library there are circumstances where a book, movie, or magazine uncensored is very useful in getting information. There are more circumstances where a library item does not need uncensored details because it is just offensive. If you ask me if I think censorship is important in libraries than I would have to say yes and no. I just gave you some reasons why I would say that. The next time you are in the library looking for a book ask your self one question is it to offensive to be important.",3,3.0,train,Score: 3
1471,4532,2,"There are books up and down the shelves in the library that @MONTH1 make people wonder @CAPS1 they are up there.  People @MONTH1 stand there and stare at a book and ask themselves, '@CAPS1 in the world is this book here?'  @CAPS2 many people @MONTH1 not know is that every book is in the world for a reason.  Books published are in the world to teach about history, manners, literature, or they could be made to take you on an advantage.  Of course you @MONTH1 come across a book that @MONTH1 be offensive to someone, maybe even yourself, but it is there for a reason.     I once read a book that I found in our school library that was about slavery.  It was a first person novel about a boy who was taken away from his family after being sold to a different plantation owner.  Now some people would have been very offended by this book, because the @CAPS3 were calling the @CAPS4 all those names that the @CAPS4 do not like to be called.  But that book helps people realize how much pain that slavery put on people.     People can go to any library, from one in an elementary school to a public library, and you will always find at least one book about the @CAPS6.  Just about everyone would get offended by one of these books, because nobody liked or does like @CAPS7, but they have to be there because of history.  People can not just take the books out because it offends so many people.  That would be like taking the @CAPS6 out of history, and that just can not happen.  If it happened, it happened, and people have to know.     Whether people admit it or not, they have ran into at least one book that has offended them.  That will happen, it is almost natural for it to happen.  But it would also offend people if you took books off the shelf.  Those people know that books teach us, and we need books to know @CAPS2 is possible, @CAPS2 happened, and @CAPS2 might happen.  Books are here for a reason, and they need to stay",4,4.0,train,Score: 3
1472,3212,2,"Censorship. It's a word that everyone has heard, but do people truly know what it means or how it effects them? In the past, books have been censured by rulers and leaders who thought that the material was harmful. How could they say that they knew what was best for their people? What gave them the right to decide what their people could or could not read? In today's society, we still have to deal with censorship issues. There are still people who believe that libraries need to censor their books. Censorship is wrong. Books, magazines, movies, music, etc. should not be removed from the shelves just because certain people find them offensive. Everyone has different tastes, not only in food, but in every other part of their lives as well. No one person has the right to say that one genre is better than another. Censorship is wrong because it limits what people can read, watch, and listen to.     Censorship should not be allowed because it limits what people can read.  Some people like mysteries, while others like to read romantic books.  If we allow people to censor what we read, then how can we say that their is a book for everyone to like? If libraries censored every book that might offend someone else, then there would not be any books left for anyone to read. For example, certain religious books might offend people of other religions, but that does not mean that we should take them off the shelves. If we did that, we would have to take away all religious books so that no one was offended. Then no one would be able to find books about their religion, and no one would benefit.     Similarly, censorship limits what people can watch. If we removed every movie that had even one tiny part that offended someone else, there would be no more movies left in the world. Every movie is going to have something that someone will love and someone will hate. If we only focus on the person who hates it and get rid of movies based on the people who hate them, then the people who love the movies will suffer for it.  People who love horror movies probably hate comedies.  This does not mean that we need to get rid of comedies just because that there are some people who dislike them. It only means that the people who don't like that type of movie don't have to watch them.     In the exact same way, censorship keeps people from enjoying the type of music that they love.  We can't censor music because everyone has different types and genres that they like. If we take away one kind of music, then we have to take away every kind of music.  It is not fair to say that we can censor one genre of music because some people dislike it or find it offensive when there are people who truly enjoy listening to that type of music. It would be unfair to those people, and if we are unfair to them, we have to be unfair to everybody. People would be even more offended than before in that case.     There will always be unhappy people in the world.  We should not result to censoring books, movies, and music in libraries and other places just to try make people happy.  Censorship in libraries limits what people can enjoy.  It makes the the people who would like the items that have been censored mad.  We should not result to that. We should allow people to pick what they like.  If a person want to read something they should be allowed.  If they want to watch a certain movie or listen to a certain song, then why not let them?  The slim margin of people who dislike what those people enjoy can just avoid reading, watching, or listening to it. We can't take something away from the people who love it just because someone is unhappy.",4,4.0,train,Here’s the breakdown of
1473,3551,2,"In my opinion,  I do not believe that anyone has a choice in what children or any other age group chooses to read. It is not up to the general public to say what is right or wrong. When society says that every single child is not allowed to read a certain book, or listen to a certain song just because it is found offensive to some people. There are laws against restricting what a person can or can not view. There is a level of media that is not as appropriate as it should be but that does not mean it has to go away completely. Some of the reasons society can not sensor everything are because of the fact that not everone is offended by everything, it is up to the parent of the child to say what is right or wrong, and lastly individuality is comprimised if the choices we have are limited.      When someone gets offeneded by the media that is out there, that does not neccessarily mean that another person is also offended. When I do not like a video, or a book, or any other type of content, someone else should not have that content censorded because my opinion is in the way of what they enjoy. I know that personally I would not want someone to take away my favorite book so my child could not read it. Content that is out in the public will always be unsafe to read by someone else's views. Just like I will not believe in what other people believe in, but, I will see that it is valued by others and should not remain a censored topic.          Books that are considered inappropriate, should be decided to has censoreship by the parents of a young child. Decisions like that should not be left up to a group of people that has opposite views. Whe children are growing up and are taught the values that know today, it is their parents that teach them and not a society full of people which have different kinds of opinions. There is a saying by an author and it says 'all of us can think of a book that we hope none of our children or any other children have taken off the shelf' and all that means if we all would have the power to remove a book or any other content from the shelf that we do not like then their would not be any books left. I believ in that saying and I also believe that many others will as well.      Individualaity is when one person has differnt traits of feelings than another human being. We all have choices of the books we read and the musice we listen to and that is why we all have individuality. When people start to thnk that they are allowed to remove a certain song or book because that is not what they want other people to see, then everyone will do the same and no one would have that song they enjoy or the traits that make them differnt because they are the only one that likes that song. If there were not any of us left on this earth that has something that they enjoyed and no one else that also enjoyed the same thing, then we would all be pretty boring. I have learned from experience that being the person that has something different about them is not a bad thing and is actually a good thing in some cases.      Also from experience I have learned that a boom that is no longer on the shelf that someone has removed is not a good feeling. I would not want the same happen to all of the other books in the world. It is a very good thing to practice the art of understading, and to have an open mind when it comes to a certain material that another person happens to enjoy. In the future, when I find a book that @MONTH1 not be a book I would want my children to read, I will just let the topic go and remember that everyone has their own opinions. So in conclusion I just want to let everyone know that books that are seen as inappropriate or offensive to one person, @MONTH1 be seen as a good thing to another.",3,3.0,train,Here are some key observations
1475,3205,2,"Everyone today gets offeneded daily. So to go to a library and see offensive material on the shelfs is no different than the rest of the day. However, there are those minds, which have not been poluted and influenced by these offensive materials, that should have a right to keep thier minds that way.      One solution to the problem could be that we start rating books and magazines like we do for movies. The material rated for adults gets put in one area of the lirary while the lower rated material is put on display for the public. The higher rated can be put in an area that is not seen everyday by the public, and is kept secret thus protecting the uninfluenced minds and the people wanting said material can still have their way.     Another solution might be to just get rid of the censored material. It, in my opinion and experience, corrupts both the mind and soul, and causes man to be things he is not by nature. Men, who have nothing better to do than to sit and read or look at things ment for inside of marrage, often accoplish nothing of great value in their life time. They are thus a hinderence to soceity. But if they can not accsess the material, they then need something to do to fill that time. In which case they can find a good classic to read or maybe pick up that dusty @CAPS1 off the shelf.     This thus leaves the labraries with a choice. They can leave their library the way that they want, they can put the offensive material in a seclueded room, or they can remove definent offensive material and keep soceity on its feet accomplishing great feats for the next generation to odserve. Thus the amount of offending someone goes down and maybe the library attendence goes up.",3,3.0,train,Score: 3
